0000,0001,0010,0011,0100,0101,0110,0111,1000,1001,1010,1011,1100,1101,1110,1111
0.05675,0.00275,0.00025,0,0.001,0,0,0,0.88475,0.041,0.0105,0,0.003,0,0,0
0.00975,0.0015,0.0095,0.0015,0.00975,0.001,0.00725,0.00075,0.2135,0.0145,0.2305,0.01675,0.21525,0.0135,0.23825,0.01675
0.1055,0.006,0.18525,0.0095,0.154,0.007,0.0405,0.00325,0.173,0.008,0.08875,0.0045,0.10075,0.0045,0.104,0.0055
0.07325,0.00625,0.25625,0.017,0.07125,0.00675,0.07725,0.008,0.1215,0.0065,0.132,0.0095,0.08,0.00825,0.1185,0.00775
0.06175,0.00575,0.01025,0.25975,0.0545,0.0235,0.032,0.04775,0.12075,0.00825,0.01375,0.1405,0.06075,0.033,0.04225,0.0855
0.03325,0.12725,0.05725,0.0805,0.0385,0.09,0.0295,0.059,0.0495,0.1,0.101,0.0385,0.042,0.0565,0.041,0.05625
0.0405,0.098,0.035,0.07175,0.0405,0.0425,0.035,0.10525,0.03475,0.083,0.094,0.05225,0.04025,0.0665,0.06775,0.093
0.039,0.09775,0.056,0.063,0.02875,0.1195,0.04075,0.03925,0.0915,0.07675,0.083,0.07,0.0335,0.0515,0.0355,0.07425
